Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
2040,US-2019-133592,2019-12-31,2020-01-07,Standard Class,KM-16375,Katherine Murray,Other,,Providence,Rhode Island,,East,FUR-CH-10004218,Direct Sale,Chairs,605.88,6,0.0,151.47
2041,US-2019-143231,2019-12-31,2020-01-03,First Class,GM-14455,Gary Mitchum,Other,,Franklin,Massachusetts,2038,East,FUR-FU-10002501,DIRECT SALE,Furnishings,63.2,5,0.0,23.384
2042,US-2019-111150,2019-12-31,2020-01-04,Standard Class,RW-19630,Rob Williams,Servicing ,,Columbia,Missouri,65203,Central,OFF-AR-10000034,Third Party,Art,,7,0.0,11.5752
2043,US-2019-127383,2019-12-31,2020-01-05,Standard Class,CM-11815,Candace McMahon,Servicing,,El Paso,Texas,79907,Central,OFF-EN-10004773,third party,Envelopes,49.568,2,0.2,17.9684
2044,US-2019-157644,2019-12-31,2020-01-01,First Class,AH-10030,Aaron Hawkins,Servicing,,New York City,New York,10035,East,OFF-LA-10003148,THIRD PARTY,Labels,18.9,3,0.0,8.694
2045,US-2019-133592,2019-12-31,2020-01-07,Standard Class,KM-16375,Katherine Murray,Other ,,Providence,Rhode Island,2908,East,OFF-PA-10002586,Third Party,Paper,14.94,3,0.0,7.0218
2046,US-2019-133592,2019-12-31,2020-01-07,Standard Class,KM-16375,Katherine Murray,Other ,,Providence,Rhode Island,2908,East,OFF-PA-10003228,THIRD PARTY,Paper,195.64,4,0.0,91.9508
2047,US-2019-111150,2019-12-31,2020-01-04,Standard Class,RW-19630,Rob Williams,Servicing,,Columbia,Missouri,65203,Central,TEC-AC-10000290,pre book,Accessories,47.53,7,0.0,16.1602
2048,US-2019-143231,2019-12-31,2020-01-03,First Class,GM-14455,Gary Mitchum,Other ,,Franklin,Massachusetts,2038,East,TEC-AC-10000358,Pre Book,Accessories,113.97,3,0.0,27.3528
2049,US-2019-133592,2019-12-31,2020-01-07,Standard Class,KM-16375,Katherine Murray,Other,,Providence,Rhode Island,2908,East,TEC-AC-10002049,pre book,Accessories,1687.8,4,0.0,742.632
2050,US-2019-157644,2019-12-31,2020-01-01,First Class,AH-10030,Aaron Hawkins,Servicing ,,New York City,New York,10035,East,TEC-AC-10003614,pre book,Accessories,34.77,3,0.0,11.4741
2051,US-2019-133949,2019-12-31,2019-12-31,Same Day,JL-15175,James Lanier,Other,United States,Reno,Nevada,89502,West,TEC-PH-10004908,pre book,Phones,475.944,7,0.2,59.493
2052,US-2020-146262,2020-01-02,2020-01-09,Standard Class,VW-21775,Victoria Wilson,Servicing ,,Medina,Ohio,44256,East,FUR-BO-10004695,direct sale,Bookcases,452.45,5,0.5,-244.323
2053,US-2020-104514,2020-01-02,2020-01-04,Second Class,CB-12535,Claudia Bergmann,Servicing ,,Newark,Delaware,,East,OFF-AR-10001473,Third Party,Art,9.84,3,0.0,2.6568
2054,US-2020-146262,2020-01-02,2020-01-09,Standard Class,VW-21775,Victoria Wilson,Servicing,,Medina,Ohio,44256,East,OFF-LA-10004544,Third Party,Labels,23.68,2,0.2,8.88
2055,US-2020-104514,2020-01-02,2020-01-04,Second Class,CB-12535,Claudia Bergmann,Servicing ,,Newark,Delaware,19711,East,OFF-PA-10004285,Third Party,Paper,,3,0.0,9.6192
2056,US-2020-104514,2020-01-02,2020-01-04,Second Class,CB-12535,Claudia Bergmann,Servicing ,,Newark,Delaware,,East,OFF-ST-10001837,THIRD PARTY,Storage,85.52,2,0.0,22.2352
2057,US-2020-146262,2020-01-02,2020-01-09,Standard Class,VW-21775,Victoria Wilson,Servicing,,Medina,Ohio,44256,East,TEC-AC-10000109,PRE BOOK,Accessories,89.584,2,0.2,4.4792
2058,US-2020-146262,2020-01-02,2020-01-09,Standard Class,VW-21775,Victoria Wilson,Servicing,,Medina,Ohio,44256,East,TEC-MA-10000864,Pre Book,Machines,1188.0,9,0.7,-950.4
2059,US-2020-146262,2020-01-02,2020-01-09,Standard Class,VW-21775,Victoria Wilson,Servicing ,,Medina,Ohio,44256,East,TEC-PH-10002844,PRE BOOK,Phones,62.982,3,0.4,-14.6958
2060,US-2020-141243,2020-01-03,2020-01-08,Second Class,AH-10465,Amy Hunt,Replacement ,United States,Dallas,Texas,75217,Central,FUR-BO-10003272,Direct Sale,Bookcases,1352.3976,9,0.32,-437.5404
2061,US-2020-141243,2020-01-03,2020-01-08,Second Class,AH-10465,Amy Hunt,Replacement ,,Dallas,Texas,75217,Central,OFF-AR-10001246,THIRD PARTY,Art,7.056,3,0.2,0.7938
2062,US-2020-121097,2020-01-03,2020-01-08,Standard Class,SF-20965,Sylvia Foulston,Servicing ,,Baytown,Texas,77520,Central,OFF-PA-10001937,Third Party,Paper,10.368,2,0.2,3.6288
2063,US-2020-141243,2020-01-03,2020-01-08,Second Class,AH-10465,Amy Hunt,Replacement ,,Dallas,Texas,,Central,TEC-AC-10003198,pre book,Accessories,398.4,5,0.2,84.66
2064,US-2020-104241,2020-01-04,2020-01-09,Standard Class,AG-10495,Andrew Gjertsen,Servicing,,Alexandria,Virginia,,South,FUR-FU-10001473,Direct Sale,Furnishings,192.22,14,0.0,69.1992
2065,US-2020-149811,2020-01-04,2020-01-10,Standard Class,CS-12250,Chris Selesnick,Servicing ,,Woodbury,Minnesota,55125,Central,OFF-BI-10003676,THIRD PARTY,Binders,32.34,3,0.0,15.5232
2066,US-2020-149811,2020-01-04,2020-01-10,Standard Class,CS-12250,Chris Selesnick,Servicing,,Woodbury,Minnesota,55125,Central,OFF-PA-10004082,Third Party,Paper,,5,0.0,19.95
2067,US-2020-154970,2020-01-05,2020-01-10,Standard Class,SR-20740,Steven Roelle,Other,,Seattle,Washington,,West,FUR-CH-10003396,DIRECT SALE,Chairs,61.584,1,0.2,-6.9282
2068,US-2020-158701,2020-01-05,2020-01-10,Standard Class,JL-15175,James Lanier,Other,,San Francisco,California,94110,West,OFF-AP-10004859,third party,Appliances,87.36,6,0.0,23.5872
2069,US-2020-108588,2020-01-05,2020-01-10,Standard Class,BG-11695,Brooke Gillingham,Servicing ,,New York City,New York,10009,East,OFF-AR-10001615,Third Party,Art,59.52,3,0.0,15.4752
2070,US-2020-158701,2020-01-05,2020-01-10,Standard Class,JL-15175,James Lanier,Other,United States,San Francisco,California,,West,OFF-BI-10001294,Third Party,Binders,56.16,6,0.2,17.55
2071,US-2020-108588,2020-01-05,2020-01-10,Standard Class,BG-11695,Brooke Gillingham,Servicing ,,New York City,New York,10009,East,OFF-BI-10004506,Third Party,Binders,13.168,2,0.2,4.6088
2072,US-2020-108588,2020-01-05,2020-01-10,Standard Class,BG-11695,Brooke Gillingham,Servicing,United States,New York City,New York,10009,East,OFF-EN-10000461,Third Party,Envelopes,17.48,2,0.0,8.2156
2073,US-2020-149636,2020-01-06,2020-01-12,Standard Class,SP-20620,Stefania Perrino,Servicing ,,Colorado Springs,Colorado,,West,OFF-BI-10002764,Third Party,Binders,1.938,2,0.7,-1.3566
2074,US-2020-149636,2020-01-06,2020-01-12,Standard Class,SP-20620,Stefania Perrino,Servicing,,Colorado Springs,Colorado,80906,West,OFF-PA-10004041,Third Party,Paper,29.6,5,0.2,9.25
2075,US-2020-119480,2020-01-09,2020-01-13,Standard Class,CC-12685,Craig Carroll,Replacement ,,Henderson,Kentucky,42420,South,OFF-AP-10001205,third party,Appliances,163.44,3,0.0,45.7632
2076,US-2020-119480,2020-01-09,2020-01-13,Standard Class,CC-12685,Craig Carroll,Replacement ,,Henderson,Kentucky,42420,South,OFF-AR-10004691,Third Party,Art,42.76,2,0.0,11.1176
2077,US-2020-119480,2020-01-09,2020-01-13,Standard Class,CC-12685,Craig Carroll,Replacement ,,Henderson,Kentucky,42420,South,OFF-PA-10000474,third party,Paper,106.32,3,0.0,49.9704
2078,US-2020-119480,2020-01-09,2020-01-13,Standard Class,CC-12685,Craig Carroll,Replacement ,,Henderson,Kentucky,42420,South,OFF-PA-10004996,Third Party,Paper,51.55,5,0.0,24.2285
2079,US-2020-157154,2020-01-10,2020-01-15,Standard Class,MM-17920,Michael Moore,Replacement ,,New York City,New York,10011,East,FUR-TA-10001889,Direct Sale,Tables,1018.104,4,0.4,-373.3048
2080,US-2020-128608,2020-01-12,2020-01-17,Standard Class,CS-12490,Cindy Schnelling,Servicing ,,Toledo,Ohio,,East,OFF-AR-10001374,Third Party,Art,10.368,2,0.2,1.5552
2081,US-2020-156755,2020-01-12,2020-01-18,Standard Class,YS-21880,Yana Sorensen,Servicing,,Newark,Delaware,19711,East,OFF-ST-10002615,Third Party,Storage,465.18,3,0.0,120.9468
2082,US-2020-128608,2020-01-12,2020-01-17,Standard Class,CS-12490,Cindy Schnelling,Servicing,United States,Toledo,Ohio,43615,East,TEC-AC-10000487,PRE BOOK,Accessories,10.384,2,0.2,2.2066
2083,US-2020-128608,2020-01-12,2020-01-17,Standard Class,CS-12490,Cindy Schnelling,Servicing,,Toledo,Ohio,43615,East,TEC-PH-10000912,Pre Book,Phones,,4,0.4,2.6376
2084,US-2020-128608,2020-01-12,2020-01-17,Standard Class,CS-12490,Cindy Schnelling,Servicing ,,Toledo,Ohio,,East,TEC-PH-10002262,Pre Book,Phones,107.118,3,0.4,-21.4236
2085,US-2020-128608,2020-01-12,2020-01-17,Standard Class,CS-12490,Cindy Schnelling,Servicing,,Toledo,Ohio,43615,East,TEC-PH-10004977,pre book,Phones,235.188,2,0.4,-43.1178
2086,US-2020-137526,2020-01-13,2020-01-17,Standard Class,PB-19150,Philip Brown,Replacement,,Los Angeles,California,,West,FUR-FU-10001861,Direct Sale,Furnishings,77.6,4,0.0,38.024
2087,US-2020-137526,2020-01-13,2020-01-17,Standard Class,PB-19150,Philip Brown,Replacement ,,Los Angeles,California,90004,West,FUR-FU-10004845,DIRECT SALE,Furnishings,464.85,9,0.0,92.97
2088,US-2020-137526,2020-01-13,2020-01-17,Standard Class,PB-19150,Philip Brown,Replacement ,,Los Angeles,California,90004,West,OFF-BI-10003364,third party,Binders,70.008,3,0.2,24.5028
2089,US-2020-169677,2020-01-13,2020-01-15,Second Class,KS-16300,Karen Seio,Servicing ,,Columbus,Georgia,31907,South,OFF-LA-10003223,Third Party,Labels,9.82,2,0.0,4.8118
2090,US-2020-101399,2020-01-17,2020-01-24,Standard Class,JS-15940,Joni Sundaresam,Other,,Park Ridge,Illinois,60068,Central,FUR-FU-10002918,Direct Sale,Furnishings,254.744,7,0.6,-312.0614
2091,US-2020-152681,2020-01-17,2020-01-22,Standard Class,SC-20260,Scott Cohen,Servicing,,Lawrence,Massachusetts,1841,East,OFF-AR-10003183,Third Party,Art,6.68,2 units,0.0,2.004
2092,US-2020-151547,2020-01-17,2020-01-23,Standard Class,AH-10465,Amy Hunt,Replacement ,,Bartlett,Tennessee,38134,South,OFF-SU-10000898,Third Party,Supplies,88.96,8,0.2,10.008
2093,CA-2020-152681,2020-01-17,2020-01-22,Standard Class,SC-20260,Scott Cohen,Servicing,,Montreal,Quebec,H1A,East,OFF-AR-10003183,third party,Art,6.68,2,0.0,2.004
2094,US-2020-141250,2020-01-19,2020-01-23,Standard Class,PM-18940,Paul MacIntyre,Replacement,,Texas City,Texas,77590,Central,FUR-CH-10004875,direct sale,Chairs,199.304,4,0.3,-8.5416
2095,US-2020-141250,2020-01-19,2020-01-23,Standard Class,PM-18940,Paul MacIntyre,Replacement,,Texas City,Texas,77590,Central,FUR-TA-10002855,Direct Sale,Tables,102.438,1,0.3,-13.1706
2096,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Servicing ,,Toronto,Ontario,M7A,East,FUR-FU-10001025,Direct Sale,Furnishings,,5,0.0,10.45
2097,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Servicing ,,Toronto,Ontario,M7A,East,FUR-FU-10002445,Direct Sale,Furnishings,9.48,1,0.0,3.79
2098,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Servicing ,,Toronto,Ontario,M7A,East,FUR-FU-10002960,Direct Sale,Furnishings,31.4,5,0.0,13.19
2099,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Servicing,,Toronto,Ontario,M7A,East,OFF-PA-10002689,Third Party,Paper,6.48,1,0.0,3.11
2100,CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Servicing ,,Toronto,Ontario,M7A,East,TEC-PH-10001300,pre book,Phones,209.5,10,0.0,58.66
2101,US-2020-119214,2020-01-23,2020-01-27,Standard Class,CW-11905,Carl Weiss,Other,,Bozeman,Montana,59715,West,OFF-LA-10003077,third party,Labels,14.62,2,0.0,6.8714
2102,US-2020-119214,2020-01-23,2020-01-27,Standard Class,CW-11905,Carl Weiss,Other,,Bozeman,Montana,59715,West,OFF-PA-10002893,third party,Paper,29.04,3,0.0,13.9392
2103,US-2020-128958,2020-01-24,2020-01-28,Standard Class,CR-12820,Cyra Reiten,Other,,West Palm Beach,Florida,33407,South,OFF-AR-10004757,Third Party,Art,13.12,5,0.2,2.132
2104,US-2020-109603,2020-01-26,2020-02-01,Standard Class,EM-13825,Elizabeth Moffitt,Servicing,,Moreno Valley,California,92553,West,OFF-PA-10003790,Third Party,Paper,,8,0.0,84.0512
2105,US-2020-168746,2020-01-27,2020-01-29,Second Class,SV-20365,Seth Vernon,Replacement,United States,Cleveland,Ohio,44105,East,FUR-CH-10000513,Direct Sale,Chairs,181.986,2,0.3,-54.5958
2106,US-2020-164777,2020-01-27,2020-01-29,First Class,SC-20305,Sean Christensen,Replacement ,,Los Angeles,California,90036,West,FUR-CH-10002024,Direct Sale,Chairs,2803.92,5,0.2,0.0
2107,US-2020-168746,2020-01-27,2020-01-29,Second Class,SV-20365,Seth Vernon,Replacement ,,Cleveland,Ohio,44105,East,TEC-PH-10000895,Pre Book,Phones,,4,0.4,-100.7944
2108,US-2020-168746,2020-01-27,2020-01-29,Second Class,SV-20365,Seth Vernon,Replacement ,,Cleveland,Ohio,44105,East,TEC-PH-10002555,pre book,Phones,155.37,1,0.4,-36.253
2109,US-2020-116638,2020-01-28,2020-01-31,Second Class,JH-15985,Joseph Holt,Replacement ,United States,Concord,North Carolina,28027,South,FUR-TA-10000198,DIRECT SALE,Tables,4297.644,13,0.4,-1862.3124
2110,US-2020-121797,2020-01-30,2020-02-06,Standard Class,CC-12145,Charles Crestani,Replacement,,Los Angeles,California,90049,West,FUR-FU-10001876,DIRECT SALE,Furnishings,227.36,7,0.0,81.8496
2111,US-2020-145401,2020-01-30,2020-02-04,Standard Class,JP-15520,Jeremy Pistek,Replacement ,,Houston,Texas,77070,Central,OFF-PA-10004405,Third Party,Paper,14.304,6,0.2,5.0064
2112,US-2020-121797,2020-01-30,2020-02-06,Standard Class,CC-12145,Charles Crestani,Replacement,,Los Angeles,California,90049,West,TEC-MA-10000488,pre book,Machines,1919.976,3,0.2,215.9973
2113,US-2020-149587,2020-01-31,2020-02-05,Second Class,KB-16315,Karl Braun,Replacement,,Minneapolis,Minnesota,,Central,FUR-FU-10003799,Direct Sale,Furnishings,53.34,3,0.0,16.5354
2114,US-2020-149587,2020-01-31,2020-02-05,Second Class,KB-16315,Karl Braun,Replacement,,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,Third Party,Binders,32.96,2,0.0,16.1504
2115,US-2020-149587,2020-01-31,2020-02-05,Second Class,KB-16315,Karl Braun,Replacement ,,Minneapolis,Minnesota,,Central,OFF-PA-10003177,Third Party,Paper,12.96,2,0.0,6.2208
2116,US-2020-127327,2020-02-03,2020-02-07,Standard Class,PW-19030,Pauline Webber,Servicing,,Rome,New York,13440,East,FUR-CH-10004218,Direct Sale,Chairs,90.882,1,0.1,15.147
2117,US-2020-140921,2020-02-03,2020-02-05,First Class,AA-10375,Allen Armold,Replacement ,,Omaha,Nebraska,68104,Central,FUR-FU-10003347,direct sale,Furnishings,,2,0.0,11.076
2118,US-2020-157959,2020-02-03,2020-02-04,First Class,RW-19540,Rick Wilson,Servicing ,,Los Angeles,California,90008,West,FUR-FU-10004093,Direct Sale,Furnishings,136.92,4,0.0,41.076
2119,US-2020-132633,2020-02-03,2020-02-05,Second Class,KH-16630,Ken Heidel,Servicing ,,Pleasant Grove,Utah,84062,West,OFF-BI-10002432,Third Party,Binders,12.144,3,0.2,4.0986
2120,US-2020-103093,2020-02-03,2020-02-07,Standard Class,FO-14305,Frank Olsen,Replacement ,,Columbus,Georgia,,South,OFF-EN-10003286,third party,Envelopes,74.52,9,0.0,35.0244
2121,US-2020-140921,2020-02-03,2020-02-05,First Class,AA-10375,Allen Armold,Replacement ,,Omaha,Nebraska,68104,Central,TEC-AC-10004901,pre book,Accessories,149.97,3,0.0,50.9898
2122,US-2020-156482,2020-02-06,2020-02-13,Standard Class,IL-15100,Ivan Liston,Replacement,,Wilmington,Delaware,19805,East,FUR-BO-10002598,Direct Sale,Bookcases,283.92,4,0.0,82.3368
2123,US-2020-156482,2020-02-06,2020-02-13,Standard Class,IL-15100,Ivan Liston,Replacement ,,Wilmington,Delaware,19805,East,FUR-CH-10001708,Direct Sale,Chairs,1268.82,9,0.0,266.4522
2124,US-2020-156482,2020-02-06,2020-02-13,Standard Class,IL-15100,Ivan Liston,Replacement ,,Wilmington,Delaware,,East,OFF-AR-10001022,Third Party,Art,,2,0.0,1.7608
2125,US-2020-111507,2020-02-06,2020-02-13,Standard Class,VW-21775,Victoria Wilson,Servicing,,Bellevue,Washington,98006,West,OFF-AR-10001315,Third Party,Art,5.28,3,0.0,1.5312
2126,US-2020-137064,2020-02-06,2020-02-13,Standard Class,TS-21655,Trudy Schmidt,Replacement ,,Houston,Texas,,Central,OFF-BI-10002049,third party,Binders,2.934,3,0.8,-4.9878
2127,US-2020-104038,2020-02-06,2020-02-08,First Class,LO-17170,Lori Olson,Servicing,,Suffolk,Virginia,23434,South,OFF-PA-10002751,Third Party,Paper,29.9,5,0.0,13.455
2128,US-2020-104038,2020-02-06,2020-02-08,First Class,LO-17170,Lori Olson,Servicing,,Suffolk,Virginia,23434,South,OFF-ST-10002554,THIRD PARTY,Storage,146.73,3,0.0,2.9346
2129,US-2020-137064,2020-02-06,2020-02-13,Standard Class,TS-21655,Trudy Schmidt,Replacement,,Houston,Texas,77070,Central,OFF-ST-10003470,third party,Storage,,3,0.2,-125.766
2130,US-2020-137064,2020-02-06,2020-02-13,Standard Class,TS-21655,Trudy Schmidt,Replacement ,,Houston,Texas,77070,Central,TEC-AC-10003499,Pre Book,Accessories,18.528,2,0.2,4.4004
2131,US-2020-147529,2020-02-07,2020-02-11,Standard Class,DK-12835,Damala Kotsonis,Servicing,,Springfield,Virginia,22153,South,OFF-EN-10000056,Third Party,Envelopes,311.15,5,0.0,146.2405
2132,US-2020-147529,2020-02-07,2020-02-11,Standard Class,DK-12835,Damala Kotsonis,Servicing ,,Springfield,Virginia,,South,OFF-PA-10003349,Third Party,Paper,12.96,2,0.0,6.3504
2133,US-2020-130491,2020-02-08,2020-02-11,First Class,BH-11710,Brosina Hoffman,Replacement,,Garden City,Kansas,,Central,OFF-AR-10001149,Third Party,Art,5.76,2,0.0,1.728
2134,US-2020-130491,2020-02-08,2020-02-11,First Class,BH-11710,Brosina Hoffman,Replacement,,Garden City,Kansas,67846,Central,OFF-FA-10000134,Third Party,Fasteners,5.81,1,0.0,1.8011
2135,US-2020-130491,2020-02-08,2020-02-11,First Class,BH-11710,Brosina Hoffman,Replacement ,,Garden City,Kansas,67846,Central,OFF-PA-10000791,third party,Paper,9.54,2,0.0,4.293
2136,US-2020-114923,2020-02-08,2020-02-13,Standard Class,LH-17020,Lisa Hazard,Replacement,,Columbus,Ohio,43229,East,TEC-PH-10003931,Pre Book,Phones,107.982,3,0.4,-26.9955
2137,US-2020-146038,2020-02-09,2020-02-16,Standard Class,SJ-20215,Sarah Jordon,Replacement,,Los Angeles,California,,West,FUR-CH-10002774,Direct Sale,Chairs,203.92,5,0.2,22.941
2138,US-2020-135391,2020-02-09,2020-02-11,Second Class,FA-14230,Frank Atkinson,Servicing ,,San Antonio,Texas,78207,Central,FUR-FU-10001986,Direct Sale,Furnishings,40.784,2,0.6,-30.588
2139,US-2020-135391,2020-02-09,2020-02-11,Second Class,FA-14230,Frank Atkinson,Servicing,,San Antonio,Texas,78207,Central,OFF-LA-10001074,Third Party,Labels,40.096,4,0.2,13.5324
2140,US-2020-101007,2020-02-09,2020-02-13,Second Class,MS-17980,Michael Stewart,Servicing,,Dallas,Texas,,Central,TEC-AC-10001266,Pre Book,Accessories,20.8,2,0.2,6.5
2141,US-2020-153374,2020-02-09,2020-02-13,Second Class,JF-15565,Jill Fjeld,Replacement,,Decatur,Illinois,,Central,TEC-AC-10001908,Pre Book,Accessories,,6,0.2,89.991
2142,US-2020-101126,2020-02-10,2020-02-14,Second Class,NB-18655,Nona Balk,Servicing ,,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000943,Third Party,Storage,77.24,5,0.2,7.724
2143,US-2020-147662,2020-02-14,2020-02-19,Standard Class,KB-16315,Karl Braun,Replacement,United States,Akron,Ohio,44312,East,OFF-AR-10004999,Third Party,Art,14.352,3,0.2,0.897
2144,US-2020-147662,2020-02-14,2020-02-19,Standard Class,KB-16315,Karl Braun,Replacement,,Akron,Ohio,44312,East,OFF-BI-10001658,Third Party,Binders,14.952,2,0.7,-11.9616
2145,US-2020-147662,2020-02-14,2020-02-19,Standard Class,KB-16315,Karl Braun,Replacement,,Akron,Ohio,44312,East,OFF-BI-10002160,Third Party,Binders,,2,0.7,-1.6764
2146,US-2020-116876,2020-02-14,2020-02-21,Standard Class,TT-21070,Ted Trevino,Replacement ,,Rochester,New York,14609,East,OFF-BI-10002897,third party,Binders,26.424,9,0.2,9.5787
2147,US-2020-147662,2020-02-14,2020-02-19,Standard Class,KB-16315,Karl Braun,Replacement,United States,Akron,Ohio,44312,East,TEC-AC-10003280,Pre Book,Accessories,71.976,3,0.2,0.8997
2148,US-2020-116876,2020-02-14,2020-02-21,Standard Class,TT-21070,Ted Trevino,Replacement ,,Rochester,New York,14609,East,TEC-PH-10002584,Pre Book,Phones,625.99,1,0.0,187.797
2149,US-2020-147662,2020-02-14,2020-02-19,Standard Class,KB-16315,Karl Braun,Replacement,United States,Akron,Ohio,44312,East,TEC-PH-10002834,Pre Book,Phones,323.982,3,0.4,-80.9955
2150,US-2020-116092,2020-02-15,2020-02-18,Second Class,JM-16195,Justin MacKendrick,Replacement ,,Los Angeles,California,90004,West,OFF-AP-10001391,THIRD PARTY,Appliances,541.44,6,0.0,157.0176
2151,US-2020-116092,2020-02-15,2020-02-18,Second Class,JM-16195,Justin MacKendrick,Replacement ,,Los Angeles,California,,West,OFF-BI-10000546,third party,Binders,11.52,5,0.2,4.176
2152,US-2020-116092,2020-02-15,2020-02-18,Second Class,JM-16195,Justin MacKendrick,Replacement,,Los Angeles,California,90004,West,OFF-BI-10001628,third party,Binders,41.72,5,0.2,13.0375
2153,US-2020-116092,2020-02-15,2020-02-18,Second Class,JM-16195,Justin MacKendrick,Replacement ,,Los Angeles,California,,West,OFF-PA-10000477,Third Party,Paper,19.44,3,0.0,9.3312
2154,US-2020-116092,2020-02-15,2020-02-18,Second Class,JM-16195,Justin MacKendrick,Replacement ,,Los Angeles,California,90004,West,OFF-PA-10004285,Third Party,Paper,13.36,2,0.0,6.4128
2155,US-2020-154326,2020-02-15,2020-02-19,Standard Class,RP-19855,Roy Phan,Servicing ,,Kenosha,Wisconsin,53142,Central,TEC-AC-10004568,Pre Book,Accessories,139.95,5,0.0,26.5905
2156,US-2020-154326,2020-02-15,2020-02-19,Standard Class,RP-19855,Roy Phan,Servicing,,Kenosha,Wisconsin,53142,Central,TEC-PH-10000560,Pre Book,Phones,699.98,2,0.0,195.9944
2157,US-2020-154326,2020-02-15,2020-02-19,Standard Class,RP-19855,Roy Phan,Servicing ,,Kenosha,Wisconsin,53142,Central,TEC-PH-10001819,pre book,Phones,134.97,3,0.0,64.7856
2158,US-2020-121776,2020-02-16,2020-02-21,Standard Class,RD-19585,Rob Dowd,Replacement ,,Los Angeles,California,90008,West,OFF-LA-10002762,third party,Labels,87.71,7,0.0,41.2237
2159,US-2020-121776,2020-02-16,2020-02-21,Standard Class,RD-19585,Rob Dowd,Replacement,,Los Angeles,California,90008,West,OFF-PA-10001970,THIRD PARTY,Paper,36.84,3,0.0,17.3148
2160,US-2020-156923,2020-02-16,2020-02-20,Standard Class,SP-20860,Sung Pak,Servicing ,,Dover,New Hampshire,3820,East,OFF-PA-10002751,THIRD PARTY,Paper,35.88,6,0.0,16.146
2161,US-2020-105725,2020-02-18,2020-02-24,Standard Class,GT-14755,Guy Thornton,Replacement,,Long Beach,California,90805,West,FUR-TA-10001676,Direct Sale,Tables,35.544,1,0.2,-0.8886
2162,US-2020-111234,2020-02-18,2020-02-22,Standard Class,AB-10600,Ann Blume,Servicing ,United States,Los Angeles,California,90004,West,OFF-LA-10002271,Third Party,Labels,,3,0.0,4.4352
2163,US-2020-105725,2020-02-18,2020-02-24,Standard Class,GT-14755,Guy Thornton,Replacement,,Long Beach,California,,West,OFF-LA-10003510,Third Party,Labels,61.06,2,0.0,28.0876
2164,US-2020-152611,2020-02-20,2020-02-23,Second Class,KA-16525,Kelly Andreada,Replacement,,Perth Amboy,New Jersey,8861,East,OFF-AR-10003903,THIRD PARTY,Art,286.79,7,0.0,74.5654
2165,US-2020-169740,2020-02-20,2020-02-25,Standard Class,LM-17065,Liz MacKendrick,Replacement,,Hot Springs,Arkansas,71901,South,TEC-AC-10000927,Pre Book,Accessories,29.99,1,0.0,2.999
2166,US-2020-162782,2020-02-21,2020-02-27,Standard Class,PW-19240,Pierre Wener,Replacement,,Columbia,Maryland,21044,East,OFF-BI-10003527,Third Party,Binders,2541.98,2,0.0,1270.99
2167,US-2020-129770,2020-02-21,2020-02-23,Second Class,JE-15715,Joe Elijah,Replacement ,,Las Cruces,New Mexico,,West,OFF-PA-10000249,THIRD PARTY,Paper,49.12,4,0.0,23.0864
2168,US-2020-132374,2020-02-22,2020-02-24,Second Class,PS-19045,Penelope Sewall,Other ,,Sterling Heights,Michigan,,Central,OFF-AR-10001615,Third Party,Art,79.36,4,0.0,20.6336
2169,US-2020-132276,2020-02-23,2020-02-28,Standard Class,LC-16960,Lindsay Castell,Other ,,New York City,New York,10024,East,OFF-AP-10000804,Third Party,Appliances,26.88,6,0.0,6.72
2170,US-2020-132276,2020-02-23,2020-02-28,Standard Class,LC-16960,Lindsay Castell,Other,,New York City,New York,10024,East,OFF-BI-10002982,Third Party,Binders,10.896,2,0.2,3.8136
2171,US-2020-154900,2020-02-25,2020-03-01,Standard Class,SS-20875,Sung Shariari,Replacement ,,Leominster,Massachusetts,1453,East,OFF-LA-10001641,THIRD PARTY,Labels,3.15,1,0.0,1.512
2172,US-2020-154900,2020-02-25,2020-03-01,Standard Class,SS-20875,Sung Shariari,Replacement ,,Leominster,Massachusetts,,East,OFF-PA-10002377,third party,Paper,22.72,4,0.0,10.224
2173,US-2020-104129,2020-02-27,2020-03-02,Standard Class,ES-14080,Erin Smith,Servicing,,Providence,Rhode Island,2908,East,FUR-TA-10004152,Direct Sale,Tables,493.92,7,0.3,-28.224
2174,US-2020-111325,2020-02-27,2020-02-28,First Class,BT-11395,Bill Tyler,Servicing ,,Altoona,Pennsylvania,16602,East,OFF-AR-10002257,Third Party,Art,16.032,6,0.2,2.2044
2175,US-2020-111325,2020-02-27,2020-02-28,First Class,BT-11395,Bill Tyler,Servicing,,Altoona,Pennsylvania,16602,East,OFF-BI-10000343,THIRD PARTY,Binders,4.419,3 units,0.7,-3.3879
